Train_No,Start_Station,End_Station,Start_Departure,End_Arrival,Total_Distance,Number_of_Stops,Journey_Duration
22656,HAZRAT NIZAM,TRIVANDRUM C,10:05:00,14:20:00,2840,28,2 days 04:15:00
22659,KOCHUVELI,DEHRA DUN,08:45:00,18:10:00,3154,26,2 days 09:25:00
22660,DEHRA DUN,KOCHUVELI,05:50:00,15:15:00,3152,27,2 days 09:25:00
22661,CHENNAI EGMO,RAMESWARAM,17:50:00,04:35:00,592,19,0 days 10:45:00
22662,RAMESWARAM,CHENNAI EGMO,20:15:00,07:05:00,592,20,0 days 10:50:00
22663,CHENNAI EGMO,JODHPUR JN.,15:15:00,10:00:00,2353,27,1 days 18:45:00
22664,JODHPUR JN.,CHENNAI EGMO,21:35:00,16:25:00,2352,27,1 days 18:50:00
22667,NAGERCOIL JN,COIMBATORE,21:30:00,07:00:00,531,14,0 days 09:30:00
22668,COIMBATORE,NAGERCOIL JN,19:30:00,04:50:00,532,14,0 days 09:20:00
22669,TUTICORIN,VANCHI MANIY,22:35:00,23:15:00,31,4,0 days 00:40:00
22670,VANCHI MANIY,TUTICORIN,03:15:00,03:55:00,31,4,0 days 00:40:00
22677,YESVANTPUR J,KOCHUVELI,15:20:00,06:50:00,844,13,0 days 15:30:00
22678,KOCHUVELI,YESVANTPUR J,12:50:00,04:15:00,845,13,0 days 15:25:00
22679,YESVANTPUR J,HASSAN JN.,18:15:00,21:25:00,226,10,0 days 03:10:00
22680,HASSAN JN.,YESVANTPUR J,06:10:00,09:20:00,211,10,0 days 03:10:00
22681,MYSORE JN.,CHENNAI CENT,20:10:00,05:15:00,499,12,0 days 09:05:00
22682,CHENNAI CENT,MYSORE JN.,23:30:00,08:20:00,498,11,0 days 08:50:00
22683,YESVANTPUR J,LUCKNOW JN.,23:40:00,18:40:00,2352,30,1 days 19:00:00
22684,LUCKNOW JN.,YESVANTPUR J,18:30:00,13:30:00,2338,31,1 days 19:00:00
22685,YESVANTPUR J,CHANDIGARH,13:45:00,18:20:00,2846,18,2 days 04:35:00
22686,CHANDIGARH,YESVANTPUR J,03:25:00,06:20:00,2845,18,2 days 02:55:00
22687,SAHARANPUR J,CHANDIGARH,02:00:00,04:25:00,126,4,0 days 02:25:00
22688,CHANDIGARH,SAHARANPUR J,07:50:00,10:05:00,126,4,0 days 02:15:00
22691,KRANTIVIRA S,HAZRAT NIZAM,20:00:00,05:55:00,2337,15,1 days 09:55:00
22692,HAZRAT NIZAM,KRANTIVIRA S,20:45:00,06:40:00,2355,15,1 days 09:55:00
22697,HUBLI JN.,CHENNAI CENT,20:25:00,11:45:00,828,18,0 days 15:20:00
22698,CHENNAI CENT,HUBLI JN.,15:00:00,06:20:00,829,17,0 days 15:20:00
22705,TIRUPATI,JAMMU TAWI,17:15:00,21:10:00,2964,14,2 days 03:55:00
22706,JAMMU TAWI,TIRUPATI,05:30:00,11:25:00,2965,14,2 days 05:55:00
22707,VISAKHAPATNA,TIRUPATI,22:25:00,11:35:00,760,18,0 days 13:10:00
22708,TIRUPATI,VISAKHAPATNA,21:50:00,11:00:00,759,18,0 days 13:10:00
22801,VISAKHAPATNA,CHENNAI CENT,18:55:00,09:30:00,804,16,0 days 14:35:00
22803,HOWRAH JN.,SAMBALPUR JN,20:55:00,07:40:00,664,11,0 days 10:45:00
22804,SAMBALPUR JN,HOWRAH JN.,20:05:00,07:05:00,663,11,0 days 11:00:00
22805,BHUBANESWAR,ANAND VIHAR,12:45:00,20:50:00,1871,18,1 days 08:05:00
22806,ANAND VIHAR,BHUBANESWAR,07:05:00,16:05:00,1869,18,1 days 09:00:00
22807,SANTRAGACHI,CHENNAI CENT,19:00:00,22:45:00,1657,18,1 days 03:45:00
22808,CHENNAI CENT,SANTRAGACHI,08:10:00,10:25:00,1656,18,1 days 02:15:00
22809,PARADEEP,VISAKHAPATNA,23:00:00,08:20:00,552,17,0 days 09:20:00
22810,VISAKHAPATNA,PARADEEP,23:50:00,09:05:00,552,17,0 days 09:15:00
22811,BHUBANESWAR,NEW DELHI,11:40:00,10:40:00,1717,14,0 days 23:00:00
22812,NEW DELHI,BHUBANESWAR,17:05:00,15:50:00,1718,14,0 days 22:45:00
22813,SANTRAGACHI,PARADEEP,20:40:00,03:55:00,490,12,0 days 07:15:00
22814,PARADEEP,SANTRAGACHI,23:55:00,08:45:00,489,12,0 days 08:50:00
22815,BILASPUR JN.,ERNAKULAM. J,08:10:00,21:30:00,2144,23,1 days 13:20:00
22816,ERNAKULAM. J,BILASPUR JN.,08:50:00,21:35:00,2145,23,1 days 12:45:00
22817,HOWRAH JN.,MYSORE JN.,16:10:00,03:45:00,2106,21,1 days 11:35:00
22818,MYSORE JN.,HOWRAH JN.,00:30:00,14:50:00,2107,23,1 days 14:20:00
22819,BHUBANESWAR,VISAKHAPATNA,07:35:00,14:55:00,442,27,0 days 07:20:00
22821,JHARGRAM,PURULIA JN.,10:50:00,14:10:00,188,11,0 days 03:20:00
22822,PURULIA JN.,JHARGRAM,14:40:00,17:55:00,189,11,0 days 03:15:00
22823,BHUBANESWAR,NEW DELHI,09:30:00,10:40:00,1802,13,1 days 01:10:00
22824,NEW DELHI,BHUBANESWAR,17:05:00,17:25:00,1802,13,1 days 00:20:00
22825,SHALIMAR,CHENNAI CENT,12:10:00,15:35:00,1662,24,1 days 03:25:00
22826,CHENNAI CENT,SHALIMAR,16:25:00,21:30:00,1661,24,1 days 05:05:00
22827,PURI,SURAT,19:45:00,03:20:00,1766,18,1 days 07:35:00
22828,SURAT,PURI,08:30:00,16:10:00,1759,18,1 days 07:40:00
22829,NEW BHUJ,SHALIMAR,14:20:00,09:55:00,2431,31,1 days 19:35:00
22830,SHALIMAR,NEW BHUJ,20:22:00,16:35:00,2431,31,1 days 20:13:00
22831,HOWRAH JN.,SRI SATYA SA,15:35:00,22:25:00,1765,19,1 days 06:50:00
22832,SRI SATYA SA,HOWRAH JN.,07:40:00,14:50:00,1764,19,1 days 07:10:00
22833,BHUBANESWAR,KRISHNA RAJA,12:00:00,13:00:00,1511,19,1 days 01:00:00
22834,KRISHNA RAJA,BHUBANESWAR,16:05:00,17:50:00,1514,19,1 days 01:45:00
22835,SHALIMAR,PURI,20:55:00,05:40:00,502,11,0 days 08:45:00
22836,PURI,SHALIMAR,22:15:00,07:10:00,500,11,0 days 08:55:00
22837,HATIA,ERNAKULAM. J,18:15:00,10:55:00,2234,28,1 days 16:40:00
22838,ERNAKULAM. J,HATIA,00:25:00,17:05:00,2238,27,1 days 16:40:00
22839,ROURKELA,BHUBANESWAR,05:10:00,12:30:00,417,12,0 days 07:20:00
22840,BHUBANESWAR,ROURKELA,14:10:00,21:40:00,417,12,0 days 07:30:00
22843,BILASPUR JN.,PATNA JN.,20:30:00,14:05:00,966,22,0 days 17:35:00
22844,PATNA JN.,BILASPUR JN.,23:55:00,17:25:00,964,22,0 days 17:30:00
22845,PUNE JN.,HATIA,10:45:00,17:05:00,1771,19,1 days 06:20:00
22846,HATIA,PUNE JN.,20:00:00,02:45:00,1779,19,1 days 06:45:00
22847,VISAKHAPATNA,LOKMANYA TIL,09:00:00,13:35:00,1662,23,1 days 04:35:00
22848,LOKMANYA TIL,VISAKHAPATNA,00:15:00,05:20:00,1655,24,1 days 05:05:00
22849,SHALIMAR,SECUNDERABAD,12:10:00,14:25:00,1590,20,1 days 02:15:00
22850,SECUNDERABAD,SHALIMAR,05:40:00,09:05:00,1589,20,1 days 03:25:00
22851,SANTRAGACHI,MANGALORE CE,15:50:00,09:30:00,2485,40,1 days 17:40:00
22852,MANGALORE CE,SANTRAGACHI,23:00:00,18:00:00,2485,40,1 days 19:00:00
22853,SHALIMAR,VISAKHAPATNA,18:15:00,08:20:00,882,16,0 days 14:05:00
22854,VISAKHAPATNA,SHALIMAR,17:50:00,09:05:00,880,16,0 days 15:15:00
22855,SANTRAGACHI,TIRUPATI,15:50:00,17:40:00,1613,18,1 days 01:50:00
22856,TIRUPATI,SANTRAGACHI,19:50:00,22:20:00,1612,18,1 days 02:30:00
22857,SANTRAGACHI,ANAND VIHAR,08:55:00,11:50:00,1567,11,1 days 02:55:00
22858,ANAND VIHAR,SANTRAGACHI,13:45:00,16:55:00,1566,11,1 days 03:10:00
22859,PURI,CHENNAI CENT,17:30:00,14:55:00,1247,21,0 days 21:25:00
22860,CHENNAI CENT,PURI,16:25:00,14:55:00,1247,21,0 days 22:30:00
22861,SHALIMAR,ADRA,06:30:00,11:20:00,288,10,0 days 04:50:00
22862,ADRA,SHALIMAR,11:55:00,17:05:00,288,10,0 days 05:10:00
22863,HOWRAH JN.,YESVANTPUR J,10:55:00,16:00:00,1957,12,1 days 05:05:00
22864,YESVANTPUR J,HOWRAH JN.,11:00:00,16:15:00,1959,12,1 days 05:15:00
22865,LOKMANYA TIL,PURI,00:15:00,08:45:00,1853,18,1 days 08:30:00
22866,PURI,LOKMANYA TIL,05:30:00,13:35:00,1860,18,1 days 08:05:00
22867,DURG,HAZRAT NIZAM,07:10:00,04:30:00,1255,16,0 days 21:20:00
22868,HAZRAT NIZAM,DURG,08:25:00,06:30:00,1266,16,0 days 22:05:00
22869,VISAKHAPATNA,CHENNAI CENT,19:05:00,08:55:00,780,13,0 days 13:50:00
22870,CHENNAI CENT,VISAKHAPATNA,21:10:00,10:25:00,780,13,0 days 13:15:00
22871,BHUBANESWAR,TIRUPATI,12:00:00,08:45:00,1178,19,0 days 20:45:00
22872,TIRUPATI,BHUBANESWAR,12:15:00,09:35:00,1178,19,0 days 21:20:00
22873,DIGHA FS,VISAKHAPATNA,17:15:00,08:20:00,930,17,0 days 15:05:00
22874,VISAKHAPATNA,DIGHA FS,17:50:00,09:25:00,930,16,0 days 15:35:00
22875,KHARAGPUR,PURULIA JN.,07:25:00,11:20:00,207,14,0 days 03:55:00
22876,PURULIA JN.,KHARAGPUR,11:55:00,15:50:00,207,14,0 days 03:55:00
22877,HOWRAH JN.,ERNAKULAM. J,17:00:00,06:00:00,2289,24,1 days 13:00:00
22878,ERNAKULAM. J,HOWRAH JN.,00:25:00,14:50:00,2293,24,1 days 14:25:00
22879,BHUBANESWAR,TIRUPATI,12:00:00,08:45:00,1178,21,0 days 20:45:00
22880,TIRUPATI,BHUBANESWAR,12:15:00,09:35:00,1178,21,0 days 21:20:00
22881,PUNE JN.,BHUBANESWAR,11:15:00,17:20:00,1705,14,1 days 06:05:00
22882,BHUBANESWAR,PUNE JN.,22:20:00,05:00:00,1706,14,1 days 06:40:00
22883,PURI,YESVANTPUR J,15:00:00,20:00:00,1493,27,1 days 05:00:00
22884,YESVANTPUR J,PURI,22:40:00,05:40:00,1504,28,1 days 07:00:00
22885,LOKMANYA TIL,TATANAGAR JN,13:20:00,14:20:00,1701,14,1 days 01:00:00
22886,TATANAGAR JN,LOKMANYA TIL,21:55:00,23:45:00,1704,14,1 days 01:50:00
22887,HOWRAH JN.,YESVANTPUR J,12:40:00,21:35:00,1970,19,1 days 08:55:00
22888,YESVANTPUR J,HOWRAH JN.,09:55:00,18:30:00,1973,20,1 days 08:35:00
22889,DIGHA FS,PURI,17:15:00,03:10:00,550,13,0 days 09:55:00
22890,PURI,DIGHA FS,23:45:00,09:25:00,550,13,0 days 09:40:00
22891,HOWRAH JN.,RANCHI,12:50:00,21:10:00,469,14,0 days 08:20:00
22892,RANCHI,HOWRAH JN.,06:55:00,15:15:00,466,15,0 days 08:20:00
22893,SAI NAGAR SH,HOWRAH JN.,13:55:00,19:30:00,1795,16,1 days 05:35:00
22894,HOWRAH JN.,SAI NAGAR SH,14:35:00,20:00:00,1801,16,1 days 05:25:00
22897,HOWRAH JN.,DIGHA FS,14:15:00,17:37:00,185,9,0 days 03:22:00
22898,DIGHA FS,HOWRAH JN.,18:15:00,21:37:00,186,9,0 days 03:22:00
22901,BANDRA TERMI,UDAIPUR CITY,23:25:00,16:20:00,944,16,0 days 16:55:00
22902,UDAIPUR CITY,BANDRA TERMI,21:00:00,13:40:00,945,16,0 days 16:40:00
22903,BANDRA TERMI,NEW BHUJ,23:45:00,12:30:00,838,8,0 days 12:45:00
22904,NEW BHUJ,BANDRA TERMI,16:00:00,05:15:00,838,8,0 days 13:15:00
22905,OKHA,HAPA,07:05:00,10:05:00,176,5,0 days 03:00:00
22906,HAPA,OKHA,16:20:00,20:00:00,176,5,0 days 03:40:00
22907,MADGOAN JN.,HAPA,10:40:00,10:20:00,1352,18,0 days 23:40:00
22908,HAPA,MADGOAN JN.,03:15:00,04:30:00,1348,18,1 days 01:15:00
22909,VALSAD,PURI,20:15:00,09:45:00,2073,24,1 days 13:30:00
22910,PURI,VALSAD,06:30:00,19:50:00,2075,24,1 days 13:20:00
22911,INDORE BG,HOWRAH JN.,23:30:00,06:45:00,1744,34,1 days 07:15:00
22912,HOWRAH JN.,INDORE BG,17:45:00,01:35:00,1745,34,1 days 07:50:00
22914,PATNA JN.,BANDRA TERMI,23:10:00,07:35:00,1846,13,1 days 08:25:00
22915,BANDRA TERMI,HISAR JN,12:55:00,13:25:00,1404,30,1 days 00:30:00
22916,HISAR JN,BANDRA TERMI,15:45:00,16:45:00,1405,30,1 days 01:00:00
22917,BANDRA TERMI,HARIDWAR JN,11:45:00,15:50:00,1610,26,1 days 04:05:00
22918,HARIDWAR JN,BANDRA TERMI,18:45:00,22:00:00,1613,26,1 days 03:15:00
22919,CHENNAI CENT,AHMEDABAD,20:10:00,03:15:00,1721,12,1 days 07:05:00
22920,AHMEDABAD,CHENNAI CENT,15:30:00,22:35:00,1719,12,1 days 07:05:00
22925,AMBALA CANTT,KALKA,15:15:00,16:45:00,69,3,0 days 01:30:00
22926,KALKA,AMBALA CANTT,10:20:00,12:05:00,69,3,0 days 01:45:00
22927,BANDRA TERMI,AHMEDABAD,19:40:00,04:20:00,480,22,0 days 08:40:00
22928,AHMEDABAD,BANDRA TERMI,21:10:00,05:50:00,480,17,0 days 08:40:00
22929,BHILAD,VADODARA JN.,16:25:00,20:35:00,234,14,0 days 04:10:00
22930,VADODARA JN.,BHILAD,07:00:00,11:05:00,234,14,0 days 04:05:00
22931,BANDRA TERMI,JAISALMER,14:35:00,12:50:00,1226,27,0 days 22:15:00
22932,JAISALMER,BANDRA TERMI,19:20:00,17:35:00,1227,27,0 days 22:15:00
22933,BANDRA TERMI,JAIPUR JN.,15:50:00,10:45:00,1146,15,0 days 18:55:00
22934,JAIPUR JN.,BANDRA TERMI,12:45:00,07:35:00,1147,15,0 days 18:50:00
22935,BANDRA TERMI,PALITANA,15:25:00,05:30:00,787,12,0 days 14:05:00
22936,PALITANA,BANDRA TERMI,20:05:00,10:20:00,787,12,0 days 14:15:00
22937,RAJKOT,REWA,13:30:00,16:45:00,1600,23,1 days 03:15:00
22938,REWA,RAJKOT,18:30:00,22:50:00,1600,23,1 days 04:20:00
22939,HAPA,BILASPUR JN.,22:25:00,04:50:00,1689,23,1 days 06:25:00
22940,BILASPUR JN.,HAPA,08:10:00,14:50:00,1697,23,1 days 06:40:00
22941,INDORE BG,JAMMU TAWI,23:55:00,01:25:00,1393,16,1 days 01:30:00
22942,JAMMU TAWI,INDORE BG,05:00:00,05:15:00,1396,16,1 days 00:15:00
22943,PUNE JN.,INDORE BG,15:35:00,08:30:00,963,17,0 days 16:55:00
22944,INDORE BG,PUNE JN.,14:35:00,08:05:00,963,17,0 days 17:30:00
22945,MUMBAI CENTR,OKHA,21:35:00,15:35:00,986,30,0 days 18:00:00
22946,OKHA,MUMBAI CENTR,13:10:00,07:10:00,986,31,0 days 18:00:00
22949,BANDRA TERMI,DELHI-SARAI,12:55:00,13:20:00,1342,27,1 days 00:25:00
22951,BANDRA TERMI,GANDHIDHAM J,23:55:00,15:30:00,853,15,0 days 15:35:00
22952,GANDHIDHAM J,BANDRA TERMI,06:50:00,22:25:00,853,15,0 days 15:35:00
22953,MUMBAI CENTR,AHMEDABAD,05:45:00,14:40:00,490,27,0 days 08:55:00
22954,AHMEDABAD,MUMBAI CENTR,07:00:00,15:55:00,490,27,0 days 08:55:00
22955,BANDRA TERMI,NEW BHUJ,17:45:00,08:50:00,838,22,0 days 15:05:00
22956,NEW BHUJ,BANDRA TERMI,20:15:00,11:25:00,838,22,0 days 15:10:00
22957,AHMEDABAD,VERAVAL,22:10:00,06:00:00,430,16,0 days 07:50:00
22959,SURAT,JAMNAGAR,13:30:00,23:40:00,556,21,0 days 10:10:00
22960,JAMNAGAR,SURAT,04:45:00,14:50:00,556,21,0 days 10:05:00
22961,SURAT,HAPA,13:30:00,23:15:00,547,18,0 days 09:45:00
22962,HAPA,SURAT,04:55:00,14:50:00,547,18,0 days 09:55:00
22963,BANDRA TERMI,BHAVNAGAR TE,15:25:00,05:20:00,780,18,0 days 13:55:00
22964,BHAVNAGAR TE,BANDRA TERMI,17:30:00,07:35:00,780,18,0 days 14:05:00
22965,BANDRA TERMI,BHAGAT-KI-KO,23:55:00,16:50:00,929,10,0 days 16:55:00
22966,BHAGAT-KI-KO,BANDRA TERMI,19:40:00,12:45:00,931,10,0 days 17:05:00
22967,AHMEDABAD,ALLAHABAD JN,14:00:00,16:40:00,1488,20,1 days 02:40:00
22968,ALLAHABAD JN,AHMEDABAD,21:00:00,00:05:00,1487,20,1 days 03:05:00
22969,OKHA,VARANASI JN.,13:45:00,02:50:00,2023,23,1 days 13:05:00
22970,VARANASI JN.,OKHA,21:55:00,08:50:00,2024,23,1 days 10:55:00
22971,BANDRA TERMI,PATNA JN.,16:35:00,02:05:00,1847,14,1 days 09:30:00
22972,PATNA JN.,BANDRA TERMI,23:10:00,07:33:00,1846,14,1 days 08:23:00
22973,GANDHIDHAM J,PURI,23:00:00,19:00:00,2436,38,1 days 20:00:00
22974,PURI,GANDHIDHAM J,10:30:00,06:40:00,2443,38,1 days 20:10:00
22981,KOTA,SHRI GANGANA,17:20:00,10:00:00,918,28,0 days 16:40:00
22982,SHRI GANGANA,KOTA,17:40:00,09:50:00,919,28,0 days 16:10:00
22983,KOTA,INDORE BG,06:30:00,14:15:00,432,14,0 days 07:45:00
22989,BANDRA TERMI,MAHUVA,11:45:00,03:20:00,881,16,0 days 15:35:00
22990,MAHUVA,BANDRA TERMI,13:00:00,04:45:00,881,16,0 days 15:45:00
22991,BANDRA TERMI,VERAVAL,12:45:00,04:35:00,910,12,0 days 15:50:00
22992,VERAVAL,BANDRA TERMI,12:45:00,05:15:00,910,12,0 days 16:30:00
22993,BANDRA TERMI,MAHUVA,15:25:00,07:10:00,881,15,0 days 15:45:00
22994,MAHUVA,BANDRA TERMI,19:55:00,11:55:00,881,15,0 days 16:00:00
22995,CHITTAURGARH,AJMER JN.,06:20:00,09:50:00,185,4,0 days 03:30:00
22996,AJMER JN.,CHITTAURGARH,20:30:00,23:40:00,185,4,0 days 03:10:00
23141,RANINAGAR JA,HALDIBARI,04:15:00,05:05:00,30,3,0 days 00:50:00
23142,HALDIBARI,RANINAGAR JA,13:35:00,14:20:00,30,3,0 days 00:45:00
23225,SAHARSA JN.,BARAUNI JN.,12:40:00,15:50:00,109,11,0 days 03:10:00
23226,BARAUNI JN.,SAHARSA JN.,10:35:00,14:15:00,109,11,0 days 03:40:00
23345,CHOPAN,SHAKTINAGAR,19:35:00,22:00:00,81,6,0 days 02:25:00
23346,SHAKTINAGAR,CHOPAN,05:00:00,06:55:00,81,6,0 days 01:55:00
23347,SINGRAULI,GARWA ROAD J,17:00:00,23:00:00,204,11,0 days 06:00:00
23348,GARWA ROAD J,SINGRAULI,03:20:00,09:00:00,204,11,0 days 05:40:00
24041,NAJIBABAD JN,KOTDWARA,05:35:00,06:25:00,24,3,0 days 00:50:00
24042,KOTDWARA,NAJIBABAD JN,22:05:00,23:00:00,24,3,0 days 00:55:00
24227,VARANASI JN.,KANPUR CENTR,04:45:00,11:35:00,349,15,0 days 06:50:00
24228,KANPUR CENTR,VARANASI JN.,16:00:00,23:30:00,349,15,0 days 07:30:00
24369,SHAKTINAGAR,BAREILLY JN.,15:55:00,12:35:00,740,38,0 days 20:40:00
24370,BAREILLY JN.,SHAKTINAGAR,12:10:00,08:10:00,740,38,0 days 20:00:00
24887,HARIDWAR JN,AMBALA CANTT,19:10:00,22:40:00,157,6,0 days 03:30:00
24888,AMBALA CANTT,HARIDWAR JN,04:45:00,09:05:00,157,6,0 days 04:20:00
25013,MORADABAD JN,RAMNAGAR,02:20:00,04:50:00,76,3,0 days 02:30:00
25014,RAMNAGAR,MORADABAD JN,22:00:00,00:05:00,76,3,0 days 02:05:00
25035,MORADABAD JN,RAMNAGAR,19:15:00,20:45:00,76,3,0 days 01:30:00
25036,RAMNAGAR,MORADABAD JN,09:50:00,11:45:00,76,3,0 days 01:55:00
25201,SAGAULI JN.,NARKATIAGANJ,22:20:00,23:55:00,58,6,0 days 01:35:00
25202,NARKATIAGANJ,SAGAULI JN.,04:35:00,05:50:00,58,6,0 days 01:15:00
25631,BIKANER JN.,MERTA ROAD J,00:05:00,03:15:00,173,4,0 days 03:10:00
25632,MERTA ROAD J,BIKANER JN.,03:20:00,07:10:00,172,4,0 days 03:50:00
25657,SEALDAH,SILCHAR,06:35:00,16:15:00,1358,37,1 days 09:40:00
25658,SILCHAR,SEALDAH,10:30:00,19:25:00,1357,37,1 days 08:55:00
28181,BARAUNI JN.,KATIHAR JN.,09:20:00,14:15:00,179,14,0 days 04:55:00
28182,KATIHAR JN.,BARAUNI JN.,15:00:00,19:30:00,179,14,0 days 04:30:00
29019,MANDSOR,KOTA,14:05:00,18:45:00,276,8,0 days 04:40:00
29020,KOTA,MANDSOR,08:45:00,13:40:00,276,8,0 days 04:55:00
30111,BALLYGUNGE J,BARRACKPORE,18:14:00,20:18:00,45,23,0 days 02:04:00
30112,BARRACKPORE,MAJERHAT,17:20:00,19:07:00,33,19,0 days 01:47:00
30116,BARRACKPORE,BENOY BADAL,09:34:00,10:25:00,25,14,0 days 00:51:00
30121,NEW ALIPUR (,NAIHATI JN.,11:00:00,12:56:00,51,26,0 days 01:56:00
30122,NAIHATI JN.,BALLYGUNGE J,15:15:00,17:28:00,60,29,0 days 02:13:00
30123,MAJERHAT,NAIHATI JN.,19:43:00,21:22:00,49,25,0 days 01:39:00
30128,KALYANI SIMA,NEW ALIPUR (,08:14:00,10:41:00,66,32,0 days 02:27:00
30135,MAJERHAT,RANAGHAT JN.,18:14:00,20:55:00,84,34,0 days 02:41:00
30142,GEDE,MAJERHAT,05:37:00,08:50:00,128,42,0 days 03:13:00
30145,BENOY BADAL,KRISHNA NAGA,08:25:00,11:02:00,102,34,0 days 02:37:00
30152,NAIHATI JN.,MAJERHAT,16:18:00,17:59:00,53,21,0 days 01:41:00
30154,NAIHATI JN.,MAJERHAT,17:52:00,19:27:00,53,21,0 days 01:35:00
30211,BENOY BADAL,DUM DUM JN.,10:33:00,11:02:00,9,8,0 days 00:29:00
30311,PRINCEP GHAT,BARASAT JN.,13:10:00,14:25:00,28,18,0 days 01:15:00
30312,BARASAT JN.,MAJERHAT,15:50:00,17:22:00,33,21,0 days 01:32:00
30313,MAJERHAT,BARASAT JN.,20:10:00,21:38:00,33,21,0 days 01:28:00
30314,DATTAPUKUR,MAJERHAT,18:08:00,19:40:00,41,23,0 days 01:32:00
30317,MAJERHAT,DATTAPUKUR,16:33:00,18:22:00,41,23,0 days 01:49:00
30321,MAJERHAT,HASANABAD,09:23:00,12:30:00,85,35,0 days 03:07:00
30322,HASANABAD,BENOY BADAL,05:47:00,08:10:00,77,34,0 days 02:23:00
30324,HASANABAD,PRINCEP GHAT,08:35:00,11:39:00,80,36,0 days 03:04:00
30331,MAJERHAT,HABRA,17:30:00,19:34:00,55,27,0 days 02:04:00
30332,HABRA,MAJERHAT,14:15:00,16:29:00,55,27,0 days 02:14:00
30333,MAJERHAT,HABRA,11:48:00,13:50:00,55,27,0 days 02:02:00
30342,BANGAON JN.,MAJERHAT,06:35:00,09:12:00,87,28,0 days 02:37:00
30344,BANGAON JN.,MAJERHAT,07:30:00,10:08:00,87,34,0 days 02:38:00
30346,BANGAON JN.,MAJERHAT,09:50:00,12:35:00,87,34,0 days 02:45:00
30351,MAJERHAT,BARASAT JN.,10:12:00,11:32:00,37,17,0 days 01:20:00
30353,MAJERHAT,DATTAPUKUR,16:30:00,17:58:00,45,19,0 days 01:28:00
30357,MAJERHAT,MADHYAM GRAM,08:56:00,10:25:00,33,15,0 days 01:29:00
30358,MADHYAM GRAM,MAJERHAT,10:35:00,11:47:00,33,15,0 days 01:12:00
30361,MAJERHAT,HASANABAD,12:38:00,15:18:00,90,31,0 days 02:40:00
30411,BENOY BADAL,SEALDAH,10:40:00,12:00:00,24,11,0 days 01:20:00
30412,SEALDAH,BENOY BADAL,09:02:00,10:05:00,24,11,0 days 01:03:00
30413,BENOY BADAL,SEALDAH,11:05:00,12:30:00,24,11,0 days 01:25:00
30414,SEALDAH,BENOY BADAL,09:35:00,10:36:00,24,11,0 days 01:01:00
30416,SEALDAH,BENOY BADAL,17:10:00,18:11:00,24,11,0 days 01:01:00
30451,BENOY BADAL,SEALDAH,18:19:00,19:25:00,24,11,0 days 01:06:00
30452,SEALDAH,KOLKATA,15:25:00,16:55:00,31,16,0 days 01:30:00
30511,CHAMPAHATI,MAJERHAT,08:08:00,09:14:00,30,14,0 days 01:06:00
30552,MAJERHAT,GHUTIARI SHA,19:08:00,20:44:00,37,17,0 days 01:36:00
30612,KOLKATA,BARUIPUR JN.,17:10:00,19:33:00,46,24,0 days 02:23:00
30711,LAKSHMIKANTA,MAJERHAT,14:34:00,16:31:00,67,26,0 days 01:57:00
30712,MAJERHAT,LAKSHMIKANTA,09:40:00,11:46:00,67,26,0 days 02:06:00
31051,BUDGE BUDGE,NAIHATI JN.,07:12:00,09:17:00,67,26,0 days 02:05:00
31053,BUDGE BUDGE,NAIHATI JN.,14:05:00,16:06:00,67,26,0 days 02:01:00
31055,BUDGE BUDGE,NAIHATI JN.,17:52:00,20:00:00,67,26,0 days 02:08:00
31111,SEALDAH,KATWA JN.,08:06:00,11:40:00,154,39,0 days 03:34:00
31112,KATWA JN.,SEALDAH,15:50:00,19:30:00,154,37,0 days 03:40:00
31151,SEALDAH,BARDDHAMAN J,10:15:00,13:03:00,116,35,0 days 02:48:00
31152,BARDDHAMAN J,SEALDAH,14:40:00,17:40:00,116,35,0 days 03:00:00
31191,NAIHATI JN.,KALYANI SIMA,04:10:00,04:40:00,15,7,0 days 00:30:00
31192,KALYANI SIMA,NAIHATI JN.,23:46:00,00:10:00,15,7,0 days 00:24:00
31211,SEALDAH,BARRACKPORE,05:50:00,06:30:00,25,9,0 days 00:40:00
31212,BARRACKPORE,SEALDAH,06:40:00,07:23:00,25,9,0 days 00:43:00
31213,SEALDAH,BARRACKPORE,06:48:00,07:25:00,25,4,0 days 00:37:00
31214,BARRACKPORE,SEALDAH,07:40:00,08:20:00,25,5,0 days 00:40:00
31215,SEALDAH,BARRACKPORE,07:33:00,08:10:00,25,5,0 days 00:37:00
31216,BARRACKPORE,SEALDAH,08:22:00,09:05:00,25,9,0 days 00:43:00
31217,SEALDAH,BARRACKPORE,07:46:00,08:27:00,25,9,0 days 00:41:00
31218,BARRACKPORE,SEALDAH,08:35:00,09:17:00,25,7,0 days 00:42:00
31219,SEALDAH,BARRACKPORE,08:00:00,08:38:00,25,9,0 days 00:38:00
31220,BARRACKPORE,SEALDAH,08:48:00,09:33:00,25,9,0 days 00:45:00
31221,SEALDAH,BARRACKPORE,08:38:00,09:18:00,25,9,0 days 00:40:00
31222,BARRACKPORE,SEALDAH,09:02:00,09:45:00,25,9,0 days 00:43:00
31223,SEALDAH,BARRACKPORE,09:10:00,09:48:00,25,9,0 days 00:38:00
31224,BARRACKPORE,SEALDAH,09:57:00,10:38:00,25,9,0 days 00:41:00
