Train_No,Start_Station,End_Station,Start_Departure,End_Arrival,Total_Distance,Number_of_Stops,Journey_Duration
56315,TRIVANDRUM C,NAGERCOIL JN,17:15:00,19:15:00,72,14,0 days 02:00:00
56316,NAGERCOIL JN,TRIVANDRUM C,18:20:00,20:15:00,71,14,0 days 01:55:00
56317,KOCHUVELI,NAGERCOIL JN,13:10:00,15:55:00,78,16,0 days 02:45:00
56318,NAGERCOIL JN,KOCHUVELI,07:55:00,10:20:00,77,16,0 days 02:25:00
56319,NAGERCOIL JN,COIMBATORE,07:10:00,20:50:00,531,39,0 days 13:40:00
56320,COIMBATORE,NAGERCOIL JN,07:20:00,20:20:00,532,46,0 days 13:00:00
56323,COIMBATORE,MANGALORE CE,07:30:00,18:50:00,404,54,0 days 11:20:00
56324,MANGALORE CE,COIMBATORE,07:35:00,19:35:00,404,54,0 days 12:00:00
56331,PUNALUR,QUILON,08:15:00,09:35:00,44,10,0 days 01:20:00
56332,QUILON,PUNALUR,06:30:00,07:55:00,44,10,0 days 01:25:00
56333,EDAMANN,QUILON,11:00:00,13:00:00,52,11,0 days 02:00:00
56334,QUILON,EDAMANN,08:40:00,10:30:00,52,11,0 days 01:50:00
56335,EDAMANN,QUILON,13:45:00,15:40:00,52,11,0 days 01:55:00
56336,QUILON,EDAMANN,11:20:00,13:05:00,52,11,0 days 01:45:00
56337,PUNALUR,QUILON,19:10:00,20:35:00,44,10,0 days 01:25:00
56338,QUILON,PUNALUR,17:25:00,18:50:00,44,10,0 days 01:25:00
56361,SHORANUR JN.,ERNAKULAM. J,04:20:00,07:30:00,107,22,0 days 03:10:00
56362,ERNAKULAM. J,NILAMBUR ROA,07:25:00,13:00:00,173,33,0 days 05:35:00
56363,NILAMBUR ROA,ERNAKULAM. J,14:55:00,20:05:00,173,33,0 days 05:10:00
56364,ERNAKULAM. J,SHORANUR JN.,17:35:00,21:05:00,107,22,0 days 03:30:00
56365,GURUVAYUR,EDAMANN,05:55:00,15:20:00,302,43,0 days 09:25:00
56366,EDAMANN,GURUVAYUR,16:35:00,03:10:00,302,43,0 days 10:35:00
56370,ERNAKULAM. J,GURUVAYUR,06:00:00,08:40:00,96,18,0 days 02:40:00
56371,GURUVAYUR,ERNAKULAM. J,06:45:00,09:20:00,96,17,0 days 02:35:00
56373,GURUVAYUR,TRICHUR,09:05:00,09:35:00,22,3,0 days 00:30:00
56374,TRICHUR,GURUVAYUR,10:55:00,11:30:00,22,3,0 days 00:35:00
56375,GURUVAYUR,ERNAKULAM. J,13:05:00,16:00:00,96,18,0 days 02:55:00
56376,ERNAKULAM. J,GURUVAYUR,19:40:00,22:25:00,96,17,0 days 02:45:00
56377,ALLEPPEY,KAYANKULAM J,07:05:00,08:10:00,43,8,0 days 01:05:00
56378,KAYANKULAM J,ALLEPPEY,22:20:00,23:25:00,43,6,0 days 01:05:00
56379,ERNAKULAM. J,ALLEPPEY,07:45:00,09:30:00,56,12,0 days 01:45:00
56380,KAYANKULAM J,ERNAKULAM. J,08:35:00,11:10:00,100,19,0 days 02:35:00
56381,ERNAKULAM. J,KAYANKULAM J,10:05:00,12:30:00,100,11,0 days 02:25:00
56382,KAYANKULAM J,ERNAKULAM. J,13:10:00,15:35:00,100,12,0 days 02:25:00
56383,ERNAKULAM. J,KAYANKULAM J,18:05:00,21:00:00,100,19,0 days 02:55:00
56384,ALLEPPEY,ERNAKULAM. J,17:55:00,19:30:00,56,12,0 days 01:35:00
56385,ERNAKULAM. J,KOTTAYAM,07:15:00,09:00:00,58,12,0 days 01:45:00
56386,KOTTAYAM,ERNAKULAM. J,05:05:00,06:50:00,59,9,0 days 01:45:00
56387,ERNAKULAM. J,KAYANKULAM J,12:00:00,14:55:00,114,14,0 days 02:55:00
56388,KAYANKULAM J,ERNAKULAM. J,17:10:00,20:05:00,114,17,0 days 02:55:00
56389,ERNAKULAM. J,KOTTAYAM,20:40:00,22:30:00,58,10,0 days 01:50:00
56390,KOTTAYAM,ERNAKULAM. J,17:10:00,19:00:00,59,9,0 days 01:50:00
56391,ERNAKULAM. J,QUILON,18:30:00,22:50:00,155,25,0 days 04:20:00
56392,QUILON,ERNAKULAM. J,04:00:00,08:35:00,155,25,0 days 04:35:00
56393,KOTTAYAM,QUILON,17:50:00,20:25:00,96,14,0 days 02:35:00
56394,QUILON,KOTTAYAM,08:35:00,11:05:00,95,14,0 days 02:30:00
56501,VIJAYWADA JN,HUBLI JN.,07:10:00,05:35:00,693,66,0 days 22:25:00
56502,HUBLI JN.,VIJAYWADA JN,23:30:00,19:10:00,691,68,0 days 19:40:00
56503,BANGALORE CA,VIJAYWADA JN,07:20:00,05:55:00,747,78,0 days 22:35:00
56504,VIJAYWADA JN,BANGALORE CA,20:40:00,17:10:00,749,79,0 days 20:30:00
56505,BANGARPET JN,MARIKUPPAM,13:00:00,13:35:00,17,6,0 days 00:35:00
56506,MARIKUPPAM,BANGARPET JN,09:50:00,10:25:00,16,6,0 days 00:35:00
56507,MARIKUPPAM,KRANTIVIRA S,06:20:00,09:25:00,84,17,0 days 03:05:00
56508,KRANTIVIRA S,MARIKUPPAM,18:00:00,20:35:00,85,17,0 days 02:35:00
56509,MARIKUPPAM,KRANTIVIRA S,14:00:00,17:00:00,84,17,0 days 03:00:00
56510,KRANTIVIRA S,MARIKUPPAM,07:00:00,09:30:00,85,17,0 days 02:30:00
56511,BANGARPET JN,MARIKUPPAM,05:30:00,06:05:00,17,6,0 days 00:35:00
56512,MARIKUPPAM,BANGARPET JN,20:50:00,21:25:00,16,6,0 days 00:35:00
56513,KARAIKAL,KRANTIVIRA S,03:40:00,19:00:00,568,57,0 days 15:20:00
56514,KRANTIVIRA S,KARAIKAL,07:15:00,22:30:00,567,58,0 days 15:15:00
56515,KRANTIVIRA S,HUBLI JN.,07:45:00,20:45:00,470,63,0 days 13:00:00
56516,HUBLI JN.,KRANTIVIRA S,07:00:00,20:10:00,469,63,0 days 13:10:00
56517,CHITRADURG,HARIHAR JN.,18:10:00,20:40:00,93,13,0 days 02:30:00
56518,HARIHAR JN.,CHITRADURG,07:10:00,09:45:00,93,12,0 days 02:35:00
56519,CHIKJAJUR JN,CHITRADURG,15:30:00,16:45:00,33,5,0 days 01:15:00
56520,CHITRADURG,CHIKJAJUR JN,11:00:00,12:00:00,33,5,0 days 01:00:00
56600,CALICUT,SHORANUR JN.,05:05:00,07:25:00,85,16,0 days 02:20:00
56601,SHORANUR JN.,CALICUT,17:45:00,20:00:00,85,16,0 days 02:15:00
56602,KANNUR,SHORANUR JN.,14:45:00,20:40:00,175,35,0 days 05:55:00
56603,TRICHUR,KANNUR,05:55:00,12:15:00,207,41,0 days 06:20:00
56604,SHORANUR JN.,COIMBATORE,08:00:00,10:50:00,98,14,0 days 02:50:00
56605,COIMBATORE,TRICHUR,16:40:00,20:45:00,131,20,0 days 04:05:00
56610,NILAMBUR ROA,PALAKKAD JN,17:05:00,20:45:00,110,19,0 days 03:40:00
56611,PALAKKAD JN,NILAMBUR ROA,05:55:00,08:40:00,109,19,0 days 02:45:00
56612,NILAMBUR ROA,SHORANUR JN.,06:50:00,08:30:00,66,12,0 days 01:40:00
56613,SHORANUR JN.,NILAMBUR ROA,09:20:00,10:55:00,66,12,0 days 01:35:00
56614,NILAMBUR ROA,SHORANUR JN.,09:10:00,10:45:00,66,12,0 days 01:35:00
56616,NILAMBUR ROA,SHORANUR JN.,11:15:00,12:55:00,66,12,0 days 01:40:00
56617,SHORANUR JN.,NILAMBUR ROA,15:05:00,16:40:00,66,12,0 days 01:35:00
56619,SHORANUR JN.,NILAMBUR ROA,17:10:00,18:45:00,66,12,0 days 01:35:00
56620,NILAMBUR ROA,SHORANUR JN.,19:10:00,20:50:00,66,12,0 days 01:40:00
56621,SHORANUR JN.,NILAMBUR ROA,19:30:00,21:10:00,66,12,0 days 01:40:00
56640,MANGALORE CE,MADGOAN JN.,05:50:00,12:40:00,326,30,0 days 06:50:00
56641,MADGOAN JN.,MANGALORE CE,13:00:00,20:55:00,324,30,0 days 07:55:00
56642,KABAKA PUTTU,MANGALORE CE,07:55:00,09:25:00,49,5,0 days 01:30:00
56643,MANGALORE CE,KABAKA PUTTU,06:05:00,07:30:00,48,5,0 days 01:25:00
56644,KABAKA PUTTU,MANGALORE CE,20:10:00,21:40:00,49,4,0 days 01:30:00
56645,MANGALORE CE,KABAKA PUTTU,18:20:00,19:40:00,48,4,0 days 01:20:00
56646,SUBRAHMANYA,MANGALORE CE,13:25:00,16:05:00,91,11,0 days 02:40:00
56647,MANGALORE CE,SUBRAHMANYA,10:05:00,12:25:00,90,11,0 days 02:20:00
56650,KANNUR,COIMBATORE,05:40:00,13:25:00,273,40,0 days 07:45:00
56651,COIMBATORE,KANNUR,14:10:00,21:35:00,273,40,0 days 07:25:00
56652,KANNUR,CALICUT,17:20:00,20:05:00,89,20,0 days 02:45:00
56653,CALICUT,KANNUR,06:40:00,09:05:00,89,20,0 days 02:25:00
56654,MANGALORE CE,CALICUT,05:35:00,11:35:00,220,40,0 days 06:00:00
56655,KANNUR,MANGALORE CE,07:15:00,10:35:00,131,22,0 days 03:20:00
56656,MANGALORE CE,KANNUR,16:30:00,19:55:00,131,23,0 days 03:25:00
56657,CALICUT,KANNUR,14:05:00,16:20:00,89,20,0 days 02:15:00
56659,KANNUR,CHERVATTUR,17:10:00,18:20:00,48,11,0 days 01:10:00
56661,CHERVATTUR,MANGALORE CE,06:20:00,08:30:00,83,13,0 days 02:10:00
56663,TRICHUR,CALICUT,17:35:00,21:25:00,118,22,0 days 03:50:00
56664,CALICUT,TRICHUR,07:20:00,10:45:00,119,22,0 days 03:25:00
56665,KASARAGOD,BYNDOOR,06:35:00,11:50:00,182,20,0 days 05:15:00
56666,BYNDOOR,KASARAGOD,13:05:00,18:10:00,179,20,0 days 05:05:00
56700,MADURAI JN,PUNALUR,23:15:00,11:05:00,410,46,0 days 11:50:00
56701,PUNALUR,MADURAI JN,15:50:00,06:45:00,409,49,0 days 14:55:00
56703,TIRUCHIRAPPA,DINDIGUL JN,18:25:00,20:50:00,93,12,0 days 02:25:00
56704,DINDIGUL JN,TIRUCHIRAPPA,06:15:00,08:30:00,94,11,0 days 02:15:00
56705,VILLUPURAM J,MADURAI JN,15:30:00,00:40:00,333,43,0 days 09:10:00
56706,MADURAI JN,VILLUPURAM J,03:00:00,11:25:00,334,42,0 days 08:25:00
56707,DINDIGUL JN,MADURAI JN,07:55:00,09:15:00,62,8,0 days 01:20:00
56708,MADURAI JN,DINDIGUL JN,18:20:00,19:50:00,62,8,0 days 01:30:00
56709,PALANI,MADURAI JN,16:45:00,20:10:00,120,12,0 days 03:25:00
56710,MADURAI JN,PALANI,07:45:00,10:40:00,120,12,0 days 02:55:00
56711,KARAIKAL,TIRUCHIRAPPA,12:30:00,17:30:00,145,26,0 days 05:00:00
56714,TIRUCHIRAPPA,KARAIKAL,06:10:00,11:15:00,145,18,0 days 05:05:00
56715,PUNALUR,KANNIYAKUMAR,06:15:00,12:05:00,196,19,0 days 05:50:00
56716,KANNIYAKUMAR,PUNALUR,14:35:00,20:10:00,188,19,0 days 05:35:00
56717,KANNIYAKUMAR,TIRUNELVELI,18:15:00,20:40:00,88,9,0 days 02:25:00
56718,TIRUNELVELI,NAGERCOIL JN,06:55:00,08:50:00,73,8,0 days 01:55:00
56719,NAGERCOIL JN,KANNIYAKUMAR,13:25:00,13:45:00,15,2,0 days 00:20:00
56721,MADURAI JN,RAMESWARAM,12:40:00,16:35:00,161,17,0 days 03:55:00
56722,RAMESWARAM,MADURAI JN,11:20:00,15:10:00,161,17,0 days 03:50:00
56723,MADURAI JN,RAMESWARAM,06:50:00,10:30:00,161,17,0 days 03:40:00
56724,RAMESWARAM,MADURAI JN,05:30:00,09:20:00,161,17,0 days 03:50:00
56725,MADURAI JN,RAMESWARAM,18:10:00,22:40:00,161,17,0 days 04:30:00
56726,RAMESWARAM,MADURAI JN,18:00:00,22:00:00,161,17,0 days 04:00:00
56731,MADURAI JN,SENGOTTAI JN,07:15:00,10:45:00,173,14,0 days 03:30:00
56732,SENGOTTAI JN,MADURAI JN,07:00:00,10:45:00,173,14,0 days 03:45:00
56733,MADURAI JN,SENGOTTAI JN,11:30:00,15:10:00,173,14,0 days 03:40:00
56734,SENGOTTAI JN,MADURAI JN,12:00:00,15:45:00,173,14,0 days 03:45:00
56735,MADURAI JN,SENGOTTAI JN,17:00:00,21:10:00,173,14,0 days 04:10:00
56736,SENGOTTAI JN,MADURAI JN,15:40:00,19:35:00,173,14,0 days 03:55:00
56741,TUTICORIN,TIRUNELVELI,17:50:00,20:40:00,59,10,0 days 02:50:00
56742,TIRUNELVELI,TUTICORIN,07:30:00,09:35:00,60,10,0 days 02:05:00
